Year,Ministry,Department,Program,Activity,Budget,Budget Type,Value
2009,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Cooperatives Development,Payroll,Actual,23553199
2009,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Cooperatives Development,Payroll,Budget,34307053
2009,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Cooperatives Development,Payroll,Original Budget,34307053
2009,Ministry of Health,Health Cabinet,Cabinet Support,Portfolio Management,Operations,Actual,7653846
2009,Ministry of Health,Health Cabinet,Cabinet Support,Portfolio Management,Operations,Budget,7653846
2009,Ministry of Health,Health Cabinet,Cabinet Support,Portfolio Management,Operations,Original Budget,7653846
2009,Ministry of Health,Health Cabinet,Cabinet Support,Portfolio Management,Payroll,Actual,34972575
2009,Ministry of Health,Health Cabinet,Cabinet Support,Portfolio Management,Payroll,Budget,39019131
2009,Ministry of Health,Health Cabinet,Cabinet Support,Portfolio Management,Payroll,Original Budget,39019131
2009,Ministry of Health,Health Cabinet,Executive Management and Corporate Services,Ministry Executive,Operations,Actual,2694909
2009,Ministry of Health,Health Cabinet,Executive Management and Corporate Services,Ministry Executive,Operations,Budget,3398990
2009,Ministry of Health,Health Cabinet,Executive Management and Corporate Services,Ministry Executive,Operations,Original Budget,3398990
2009,Ministry of Health,Health Cabinet,Executive Management and Corporate Services,Ministry Executive,Payroll,Actual,4857279
2009,Ministry of Health,Health Cabinet,Executive Management and Corporate Services,Ministry Executive,Payroll,Budget,6450388
2009,Ministry of Health,Health Cabinet,Executive Management and Corporate Services,Ministry Executive,Payroll,Original Budget,6450388
2009,Ministry of Health,Department of Health,Executive Management and Corporate Services,Corporate Services,Operations,Actual,224198107
2009,Ministry of Health,Department of Health,Executive Management and Corporate Services,Corporate Services,Operations,Budget,142734822
2009,Ministry of Health,Department of Health,Executive Management and Corporate Services,Corporate Services,Operations,Budget Supplementary,53228243
2009,Ministry of Health,Department of Health,Executive Management and Corporate Services,Corporate Services,Operations,Original Budget,142734822
2009,Ministry of Health,Department of Health,Executive Management and Corporate Services,Corporate Services,Payroll,Actual,52755898
2009,Ministry of Health,Department of Health,Executive Management and Corporate Services,Corporate Services,Payroll,Budget,55254668
2009,Ministry of Health,Department of Health,Executive Management and Corporate Services,Corporate Services,Payroll,Original Budget,55254668
2009,Ministry of Health,Department of Health,Health Services,Hospital Services,Operations,Actual,139496025
2009,Ministry of Health,Department of Health,Health Services,Hospital Services,Operations,Budget,161964464
2009,Ministry of Health,Department of Health,Health Services,Hospital Services,Operations,Original Budget,161964464
2009,Ministry of Health,Department of Health,Health Services,Hospital Services,Payroll,Actual,560214714
2009,Ministry of Health,Department of Health,Health Services,Hospital Services,Payroll,Budget,531804424
2009,Ministry of Health,Department of Health,Health Services,Hospital Services,Payroll,Original Budget,531804424
2009,Ministry of Health,Department of Health,Health Services,Community Health Services,Operations,Actual,55542363
2009,Ministry of Health,Department of Health,Health Services,Community Health Services,Operations,Budget,62538995
2009,Ministry of Health,Department of Health,Health Services,Community Health Services,Operations,Original Budget,62538995
2009,Ministry of Health,Department of Health,Health Services,Community Health Services,Payroll,Actual,255293400
2009,Ministry of Health,Department of Health,Health Services,Community Health Services,Payroll,Budget,264893370
2009,Ministry of Health,Department of Health,Health Services,Community Health Services,Payroll,Original Budget,264893370
2009,Ministry of Health,Department of Health,Health Services,Public Health Services,Operations,Actual,21347066
2009,Ministry of Health,Department of Health,Health Services,Public Health Services,Operations,Budget,21347066
2009,Ministry of Health,Department of Health,Health Services,Public Health Services,Operations,Original Budget,21347066
2009,Ministry of Health,Department of Health,Health Services,Public Health Services,Payroll,Actual,38506961
2009,Ministry of Health,Department of Health,Health Services,Public Health Services,Payroll,Budget,38049357
2009,Ministry of Health,Department of Health,Health Services,Public Health Services,Payroll,Original Budget,38049357
2009,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Operations,Actual,111902505
2009,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Operations,Budget,115000000
2009,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Operations,Original Budget,115000000
2009,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Payroll,Actual,30420
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Operations,Actual,1322045
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Operations,Budget,2762499
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Operations,Original Budget,2762499
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Payroll,Actual,30987446
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Payroll,Budget,27442575
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Payroll,Original Budget,27442575
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Operations,Actual,11577651
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Operations,Budget,2897869
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Operations,Original Budget,2897869
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Payroll,Actual,7467915
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Payroll,Budget,9512332
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Payroll,Original Budget,9512332
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Operations,Actual,8406307
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Operations,Budget,8348188
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Operations,Original Budget,8348188
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Payroll,Actual,48169910
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Payroll,Budget,47503358
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Payroll,Original Budget,47503358
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security MALAMPA,Operations,Actual,401628
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security MALAMPA,Operations,Budget,401868
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security MALAMPA,Operations,Original Budget,401868
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security MALAMPA,Payroll,Actual,3807663
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security MALAMPA,Payroll,Budget,4178912
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security MALAMPA,Payroll,Original Budget,4178912
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Operations,Actual,710283
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Operations,Budget,670313
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Operations,Original Budget,670313
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Payroll,Actual,3726523
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Payroll,Budget,3722115
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Payroll,Original Budget,3722115
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SHEFA,Operations,Actual,13985472
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SHEFA,Operations,Budget,14454983
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SHEFA,Operations,Original Budget,14454983
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SHEFA,Payroll,Actual,7336047
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SHEFA,Payroll,Budget,6869336
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SHEFA,Payroll,Original Budget,6869336
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Operations,Actual,9913204
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Operations,Budget,7083440
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Operations,Original Budget,7083440
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Payroll,Actual,10512685
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Payroll,Budget,11844517
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Payroll,Original Budget,11844517
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Operations,Actual,12410590
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Operations,Budget,25000000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Operations,Original Budget,25000000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Operations,Actual,8665779
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Operations,Budget,7077309
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Operations,Original Budget,7077309
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Payroll,Actual,32391794
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Payroll,Budget,25361216
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Payroll,Original Budget,25361216
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Operations,Actual,5741596
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Operations,Budget,7777000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Operations,Original Budget,7777000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Payroll,Actual,11778045
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Payroll,Budget,9263372
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Payroll,Original Budget,9263372
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SHEFA,Operations,Actual,4519425
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SHEFA,Operations,Budget,3176000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SHEFA,Operations,Original Budget,3176000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SHEFA,Payroll,Actual,9244335
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SHEFA,Payroll,Budget,9023648
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SHEFA,Payroll,Original Budget,9023648
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources,Operations,Actual,5269678
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources,Operations,Budget,2900000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources,Operations,Original Budget,2900000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources,Payroll,Actual,26868047
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources,Payroll,Budget,31130673
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources,Payroll,Original Budget,31130673
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources MALAMPA,Operations,Actual,15792262
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources MALAMPA,Operations,Budget,4200000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources MALAMPA,Operations,Original Budget,4200000
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources MALAMPA,Payroll,Actual,5955976
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources MALAMPA,Payroll,Budget,20477622
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources MALAMPA,Payroll,Original Budget,20477622
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources PENAMA,Operations,Actual,13977833
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources PENAMA,Operations,Budget,13713664
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources PENAMA,Operations,Original Budget,13713664
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources PENAMA,Payroll,Actual,5137449
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources PENAMA,Payroll,Budget,5286924
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources PENAMA,Payroll,Original Budget,5286924
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Operations,Actual,24314790
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Operations,Budget,20701891
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Operations,Original Budget,20701891
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Payroll,Actual,44294630
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Payroll,Budget,48400596
2009,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Payroll,Original Budget,48400596
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Cabinet Support,Portfolio Coordination,Operations,Actual,-484
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Cabinet Support,Portfolio Coordination,Payroll,Actual,28992
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Cabinet Support,Portfolio Coordination,Payroll,Budget,5956982
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Cabinet Support,Portfolio Coordination,Payroll,Original Budget,5956982
2009,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Actual,1339743
2009,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Budget,993000
2009,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Original Budget,993000
2009,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Actual,37932574
2009,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Budget,27066922
2009,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Original Budget,27066922
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Actual,4703641
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Budget,3533222
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Original Budget,3533222
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Actual,14318735
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Budget,15900882
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Original Budget,15900882
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Actual,67620194
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Budget,62559287
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Original Budget,62559287
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Actual,7156695
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Budget,8892317
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Original Budget,8892317
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Energy,Energy Management and assessment,Operations,Actual,1077900
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Energy,Energy Management and assessment,Operations,Budget,1193718
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Energy,Energy Management and assessment,Operations,Original Budget,1193718
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Environment,"Environmental management, research and extension Services",Operations,Actual,402269
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Environment,"Environmental management, research and extension Services",Operations,Budget,434510
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Environment,"Environmental management, research and extension Services",Operations,Original Budget,434510
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Actual,1795628
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Budget,1796000
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Original Budget,1796000
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Actual,1572307
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Budget,1947000
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Original Budget,1947000
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Actual,21116733
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Budget,20469618
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Original Budget,20469618
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Actual,1099933
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Budget,1168000
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Original Budget,1168000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Actual,12276202
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Budget,11220000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Original Budget,11220000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Actual,10316826
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Budget,11178451
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Original Budget,11178451
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Actual,1257630
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Budget,1385000
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Original Budget,1385000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Actual,4042657
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Budget,2564000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Original Budget,2564000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Actual,15530656
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Budget,17979360
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Original Budget,17979360
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Operations,Actual,2941605
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Operations,Budget,1647963
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Operations,Original Budget,1647963
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Payroll,Actual,10621227
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Payroll,Budget,13166641
2009,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Payroll,Original Budget,13166641
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Valuation,Operations,Actual,630865
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Valuation,Operations,Budget,626351
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Valuation,Operations,Original Budget,626351
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Actual,1422421
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Budget,1015000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Original Budget,1015000
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Actual,5299934
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Budget,5678266
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Original Budget,5678266
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Geology and Mines,Geological Research,Operations,Actual,1315707
